sex,destcode,origincode,Y1960,Y1970,Y1980,Y1990,Y2000
Male,FRA,AFG,1471,29,55,91,923
Male,FRA,DZA,521679,723746,794288,861691,425229
Male,FRA,AUS,14614,1906,1483,903,9168
Male,FRA,AUT,12375,4861,4686,2761,7764
Male,FRA,AZE,188,4,20,12,118
Male,FRA,BLR,390,0,26,88,245
Male,FRA,BLZ,623,22,25,38,391
Male,FRA,BEN,233,5736,4409,397,166
Male,FRA,ALB,15967,17,4,3586,10017
Male,FRA,ASM,0,0,0,0,0
Male,FRA,AND,194,0,436,43,122
Male,FRA,AGO,6408,130,76,10907,4558
Male,FRA,AIA,2,0,0,0,1
Male,FRA,ATG,4,0,0,0,2
Male,FRA,ARG,8882,4217,4224,549,5572
Male,FRA,ARM,1461,29,167,90,917
Male,FRA,ABW,71,2,3,4,45
Male,FRA,BHS,14,0,0,0,9
Male,FRA,BHR,26,0,0,2,16
Male,FRA,BGD,11558,225,427,714,7251
Male,FRA,BRB,2590,90,104,160,1625
Male,FRA,BEL,26427,52590,52083,70815,16580
Male,FRA,BMU,8,0,0,0,5
Male,FRA,BTN,3,0,0,0,2
Male,FRA,BOL,797,0,0,49,500
Male,FRA,BIH,18396,12303,12982,4131,11541
Male,FRA,BWA,38,0,0,65,27
Male,FRA,BRA,7756,6092,3173,479,4866
Male,FRA,BRN,24,0,0,1,15
Male,FRA,BGR,3921,1750,1705,882,2460
Male,FRA,BFA,118,2487,2588,201,84
Male,FRA,BDI,38,0,0,64,27
Male,FRA,KHM,3753,30436,23565,232,2354
Male,FRA,CMR,667,13774,11003,1136,475
Male,FRA,CAN,15716,8103,6569,971,9859
Male,FRA,CPV,1707,34,20,2905,1214
Male,FRA,CYM,3,0,0,0,2
Male,FRA,CAF,162,3912,2318,276,115
Male,FRA,TCD,111,2333,2079,189,79
Male,FRA,CHI,NA,NA,NA,NA,NA
Male,FRA,CHL,5375,6180,3663,332,3372
Male,FRA,CHN,10590,9650,4744,655,6644
Male,FRA,COL,8849,3853,1112,547,5552
Male,FRA,COM,229,6663,4505,389,163
Male,FRA,COD,1251,14650,5530,2129,890
Male,FRA,COG,635,11503,8193,1080,451
Male,FRA,COK,0,0,0,0,0
Male,FRA,CRI,378,13,15,23,237
Male,FRA,CIV,735,17503,11772,1250,522
Male,FRA,HRV,3962,2853,3011,889,2486
Male,FRA,CUB,5898,205,236,365,3700
Male,FRA,CYP,14323,15,4,3246,8986
Male,FRA,CZE,108945,4417,5080,24551,68349
Male,FRA,DNK,13303,1732,1234,2976,8346
Male,FRA,DJI,43,0,1820,73,30
Male,FRA,DMA,57,2,2,3,36
Male,FRA,DOM,3515,122,141,217,2205
Male,FRA,ECU,8765,0,1,542,5499
Male,FRA,EGY,2497,12141,10513,4250,1776
Male,FRA,SLV,765,27,31,47,480
Male,FRA,GNQ,177,4,2,302,126
Male,FRA,ERI,98,2,1,167,70
Male,FRA,EST,7257,8,377,1649,4553
Male,FRA,ETH,550,11,7,936,391
Male,FRA,FRO,1315,1,0,293,825
Male,FRA,FLK,3,0,0,0,2
Male,FRA,FJI,11,1,0,0,7
Male,FRA,FIN,39028,696,448,8702,24485
Male,FRA,FRA,0,0,0,0,0
Male,FRA,GUF,331,0,0,2,24
Male,FRA,PYF,235,30,2898,15,148
Male,FRA,GAB,193,3699,3308,329,137
Male,FRA,GMB,183,4,2,312,130
Male,FRA,GEO,7609,149,893,470,4774
Male,FRA,DEU,128326,86729,86005,100387,80508
Male,FRA,GHA,1145,2006,14,1949,814
Male,FRA,GIB,1582,2,0,358,992
Male,FRA,GRC,8930,6378,8769,1991,5602
Male,FRA,GRL,868,30,35,54,545
Male,FRA,GRD,8,0,0,0,5
Male,FRA,GLP,100440,418,42687,1786,19500
Male,FRA,GUM,0,0,0,0,0
Male,FRA,GTM,661,23,26,41,414
Male,FRA,GIN,633,6523,4178,1078,450
Male,FRA,GNB,190,4,2,324,135
Male,FRA,GUY,2644,0,4240,163,1659
Male,FRA,HTI,1180,6780,2482,73,740
Male,FRA,HND,601,21,24,37,377
Male,FRA,HKG,11950,232,441,739,7497
Male,FRA,HUN,18572,6735,8229,4178,11652
Male,FRA,ISL,1452,1,0,324,911
Male,FRA,IND,67229,12617,8507,4155,42177
Male,FRA,IDN,20008,1672,742,1237,12552
Male,FRA,IRN,11972,10315,7619,740,7511
Male,FRA,IRQ,6067,1741,1805,375,3806
Male,FRA,IRL,89340,1494,541,19708,56049
Male,FRA,IMY,NA,NA,NA,NA,NA
Male,FRA,ISR,2427,4503,3653,150,1523
Male,FRA,ITA,116928,256798,303782,439147,73357
Male,FRA,JAM,24132,836,963,1491,15140
Male,FRA,JPN,5490,5273,4066,339,3444
Male,FRA,JOR,313,6,12,19,197
Male,FRA,KAZ,2400,47,282,148,1506
Male,FRA,KEN,5178,105,62,8812,3683
Male,FRA,KIR,1,0,0,0,0
Male,FRA,PRK,61,114,2,4,38
Male,FRA,KOR,3197,6049,118,198,2005
Male,FRA,KSV,NA,NA,NA,NA,NA
Male,FRA,KWT,194,4,7,12,121
Male,FRA,KGZ,43,0,5,3,27
Male,FRA,LAO,3111,22821,20644,192,1952
Male,FRA,LVA,6511,7,499,1479,4085
Male,FRA,LBN,5445,21247,12280,336,3416
Male,FRA,LSO,17,0,0,29,12
Male,FRA,LBR,59,1,0,100,42
Male,FRA,LBY,204,4,2,346,145
Male,FRA,LIE,86,0,0,19,54
Male,FRA,LTU,13847,15,1102,3148,8687
Male,FRA,LUX,1568,4243,4225,352,983
Male,FRA,MAC,202,4,7,13,127
Male,FRA,MKD,1552,1075,1135,349,974
Male,FRA,MDG,1467,30530,25999,2497,1044
Male,FRA,MWI,261,5,3,443,185
Male,FRA,MYS,6591,128,243,407,4135
Male,FRA,MDV,2,0,0,0,0
Male,FRA,MLI,787,21737,17594,1339,559
Male,FRA,MLT,4702,5,1,1065,2950
Male,FRA,MHL,0,0,0,0,0
Male,FRA,MTQ,63475,317,45605,564,5730
Male,FRA,MRT,205,4433,3767,349,146
Male,FRA,MUS,1115,11582,7643,1898,793
Male,FRA,MYT,0,0,0,0,0
Male,FRA,MEX,1936,1802,1464,120,1214
Male,FRA,FSM,0,0,0,0,0
Male,FRA,MDA,1287,1,102,292,807
Male,FRA,MCO,541,0,6596,121,340
Male,FRA,MNG,27,0,1,2,17
Male,FRA,MNE,NA,NA,NA,NA,NA
Male,FRA,MSR,0,0,0,0,0
Male,FRA,MAR,129521,361128,316085,172808,90261
Male,FRA,MOZ,2893,58,34,4923,2057
Male,FRA,MMR,1659,32,61,103,1041
Male,FRA,NAM,49,0,0,83,35
Male,FRA,NRU,0,0,0,0,0
Male,FRA,NPL,59,1,2,4,37
Male,FRA,NLD,13355,9822,8245,2998,8378
Male,FRA,ANT,8235,286,330,509,5166
Male,FRA,NCL,4533,33,3157,34,344
Male,FRA,NZL,6264,852,171,387,3930
Male,FRA,NIC,445,15,18,27,279
Male,FRA,NER,83,1648,1642,140,59
Male,FRA,NGA,3241,1137,1479,5515,2305
Male,FRA,NIU,0,0,0,0,0
Male,FRA,NFK,0,0,0,0,0
Male,FRA,MNP,0,0,0,0,0
Male,FRA,NOR,12006,978,618,2689,7532
Male,FRA,OMN,21,0,0,1,13
Male,FRA,PAK,36585,7024,3933,2261,22953
Male,FRA,PLW,1,0,0,0,0
Male,FRA,PAN,427,15,17,26,268
Male,FRA,PNG,10,1,0,0,6
Male,FRA,PRY,118,0,0,7,74
Male,FRA,PER,2940,1864,0,182,1845
Male,FRA,PHL,4132,849,153,255,2592
Male,FRA,POL,394978,51879,64750,130909,247797
Male,FRA,PRT,69589,317924,339117,199781,43658
Male,FRA,PRI,9,0,0,0,6
Male,FRA,QAT,11,0,0,0,7
Male,FRA,zzz,NA,NA,NA,NA,NA
Male,FRA,REU,43664,18,35308,1556,650
Male,FRA,ROM,61171,7707,7002,13780,38377
Male,FRA,RUS,107427,8080,8516,24429,67396
Male,FRA,RWA,55,1,0,93,39
Male,FRA,SHN,2,0,0,3,1
Male,FRA,SPM,35,1,378,2,22
Male,FRA,WSM,4,0,0,0,2
Male,FRA,SMR,2,0,0,0,1
Male,FRA,STP,314,6,4,534,223
Male,FRA,SAU,169,3,6,10,106
Male,FRA,SEN,1817,41310,35310,3092,1292
Male,FRA,SRB,NA,NA,NA,NA,NA
Male,FRA,SCG,27023,18608,19635,6074,16954
Male,FRA,SYC,67,1,0,114,48
Male,FRA,SLE,253,5,3,431,180
Male,FRA,SGP,5414,105,199,335,3396
Male,FRA,SVK,29036,1164,1339,6542,18216
Male,FRA,SVN,1713,1277,1348,384,1075
Male,FRA,SLB,2,0,0,0,1
Male,FRA,SOM,839,2661,10,1428,597
Male,FRA,ZAF,5131,104,61,8733,3649
Male,FRA,ESP,74795,200982,241006,375566,46924
Male,FRA,LKA,5606,7364,207,347,3517
Male,FRA,KNA,4,0,0,0,3
Male,FRA,LCA,14,0,0,0,9
Male,FRA,VCT,11,0,0,0,7
Male,FRA,SDN,142,3,2,242,101
Male,FRA,SUR,13829,0,2,855,8676
Male,FRA,SWZ,20,0,0,34,14
Male,FRA,SWE,12999,2164,1671,2920,8155
Male,FRA,CHE,15357,30599,14465,37790,9635
Male,FRA,SYR,2739,7555,5853,169,1718
Male,FRA,TWN,52,1,2,3,33
Male,FRA,TJK,40,0,4,2,25
Male,FRA,TZA,810,16,10,1379,576
Male,FRA,THA,1956,3126,72,121,1227
Male,FRA,TLS,292,6,11,18,183
Male,FRA,TGO,226,5417,3542,385,161
Male,FRA,TKL,0,0,0,0,0
Male,FRA,TON,3,0,0,0,2
Male,FRA,TTO,2280,79,91,141,1431
Male,FRA,TUN,153448,198232,196211,152465,97637
Male,FRA,TUR,37754,96897,71869,2333,23686
Male,FRA,TKM,26,0,3,2,16
Male,FRA,TCA,0,0,0,0,0
Male,FRA,TUV,6,0,0,0,4
Male,FRA,UGA,1384,28,16,2355,984
Male,FRA,UKR,5767,6,443,1311,3618
Male,FRA,ARE,70,1,3,4,44
Male,FRA,GBR,49662,28475,19218,11327,31157
Male,FRA,USA,40555,16566,12580,2507,25443
Male,FRA,URY,1325,0,0,82,831
Male,FRA,UZB,665,13,77,41,417
Male,FRA,VUT,2,0,0,0,1
Male,FRA,VEN,7392,1081,1031,457,4637
Male,FRA,VNM,11595,55766,49824,717,7274
Male,FRA,VIR,4,0,0,0,2
Male,FRA,VGB,3,0,0,0,2
Male,FRA,WLF,1,0,0,0,0
Male,FRA,PSE,96,2,4,6,60
Male,FRA,YEM,216,4,8,13,135
Male,FRA,ZMB,402,8,5,685,286
Male,FRA,ZWE,1275,26,15,2171,907
Male,GHA,AFG,6,3,0,4,0
Male,GHA,DZA,444,231,17,34,4
Male,GHA,AUS,2,1,0,1,50
Male,GHA,AUT,35,20,6,21,11
Male,GHA,AZE,8,4,1,5,0
Male,GHA,BLR,7,4,1,4,3
Male,GHA,BLZ,0,0,0,0,0
Male,GHA,BEN,1655,1261,867,9590,13036
Male,GHA,ALB,12,7,2,7,4
Male,GHA,ASM,0,0,0,0,0
Male,GHA,AND,0,0,0,0,0
Male,GHA,AGO,0,0,0,0,0
Male,GHA,AIA,0,0,0,0,0
Male,GHA,ATG,0,0,0,0,0
Male,GHA,ARG,0,0,0,0,2
Male,GHA,ARM,5,3,0,3,0
Male,GHA,ABW,0,0,0,0,0
Male,GHA,BHS,0,0,0,0,0
Male,GHA,BHR,0,0,0,0,0
Male,GHA,BGD,248,145,42,171,0
Male,GHA,BRB,0,0,0,0,0
Male,GHA,BEL,4,2,0,2,3
Male,GHA,BMU,0,0,0,0,0
Male,GHA,BTN,0,0,0,0,0
Male,GHA,BOL,0,0,0,0,1
Male,GHA,BIH,40,23,7,24,13
Male,GHA,BWA,0,0,0,0,0
Male,GHA,BRA,0,0,0,0,4
Male,GHA,BRN,1,0,0,0,0
Male,GHA,BGR,32,19,5,19,10
Male,GHA,BFA,15804,12040,8276,68350,11
Male,GHA,BDI,70,36,3,5,0
Male,GHA,KHM,9,5,2,6,0
Male,GHA,CMR,654,340,25,51,467
Male,GHA,CAN,10,6,2,5,76
Male,GHA,CPV,0,0,0,1,0
Male,GHA,CYM,0,0,0,0,0
Male,GHA,CAF,131,68,5,10,6
Male,GHA,TCD,301,156,12,23,22
Male,GHA,CHI,NA,NA,NA,NA,NA
Male,GHA,CHL,0,0,0,0,2
Male,GHA,CHN,297,173,50,204,14
Male,GHA,COL,0,0,0,0,6
Male,GHA,COM,7,4,0,0,128
Male,GHA,COD,8,4,0,0,3
Male,GHA,COG,1818,944,70,140,22
Male,GHA,COK,0,0,0,0,0
Male,GHA,CRI,0,0,0,0,0
Male,GHA,CIV,2448,1865,1282,8985,19461
Male,GHA,HRV,15,9,2,9,5
Male,GHA,CUB,2,1,0,1,13
Male,GHA,CYP,12,7,2,7,4
Male,GHA,CZE,86,50,14,51,27
Male,GHA,DNK,8,5,1,5,6
Male,GHA,DJI,0,0,0,0,10
Male,GHA,DMA,0,0,0,0,0
Male,GHA,DOM,1,0,0,0,7
Male,GHA,ECU,0,0,0,0,2
Male,GHA,EGY,22,11,0,2,47
Male,GHA,SLV,1,0,0,0,0
Male,GHA,GNQ,0,0,0,0,0
Male,GHA,ERI,5,2,0,0,4
Male,GHA,EST,0,0,0,0,0
Male,GHA,ETH,32,17,1,2,25
Male,GHA,FRO,0,0,0,0,0
Male,GHA,FLK,0,0,0,0,0
Male,GHA,FJI,0,0,0,0,0
Male,GHA,FIN,29,17,5,18,9
Male,GHA,FRA,2370,1384,398,1418,227
Male,GHA,GUF,0,0,0,0,0
Male,GHA,PYF,0,0,0,0,0
Male,GHA,GAB,2102,1092,81,162,2
Male,GHA,GMB,5,4,3,19,42
Male,GHA,GEO,6,3,0,4,0
Male,GHA,DEU,377,220,63,225,314
Male,GHA,GHA,0,0,0,0,0
Male,GHA,GIB,1,0,0,0,0
Male,GHA,GRC,24,14,4,14,112
Male,GHA,GRL,0,0,0,0,0
Male,GHA,GRD,0,0,0,0,0
Male,GHA,GLP,0,0,0,0,1
Male,GHA,GUM,0,0,0,0,0
Male,GHA,GTM,0,0,0,0,0
Male,GHA,GIN,229,174,120,914,483
Male,GHA,GNB,6,5,3,25,0
Male,GHA,GUY,3,2,0,2,1
Male,GHA,HTI,1,0,0,0,0
Male,GHA,HND,0,0,0,0,0
Male,GHA,HKG,26,15,4,18,2
Male,GHA,HUN,40,23,7,24,13
Male,GHA,ISL,1,0,0,0,0
Male,GHA,IND,1894,1106,318,1305,582
Male,GHA,IDN,45,26,8,31,3
Male,GHA,IRN,0,0,0,0,2
Male,GHA,IRQ,0,0,0,0,1
Male,GHA,IRL,9,5,1,5,29
Male,GHA,IMY,NA,NA,NA,NA,NA
Male,GHA,ISR,172,101,29,119,147
Male,GHA,ITA,252,147,42,150,325
Male,GHA,JAM,1,0,0,0,0
Male,GHA,JPN,17,10,3,12,19
Male,GHA,JOR,0,0,0,0,0
Male,GHA,KAZ,25,15,4,17,3
Male,GHA,KEN,251,130,10,19,6
Male,GHA,KIR,0,0,0,0,0
Male,GHA,PRK,4,2,0,3,8
Male,GHA,KOR,8,5,1,5,15
Male,GHA,KSV,NA,NA,NA,NA,NA
Male,GHA,KWT,1,0,0,0,3
Male,GHA,KGZ,3,2,0,2,0
Male,GHA,LAO,11,7,2,8,0
Male,GHA,LVA,0,0,0,0,0
Male,GHA,LBN,1464,855,246,979,955
Male,GHA,LSO,2,1,0,0,1
Male,GHA,LBR,614,468,321,2495,4160
Male,GHA,LBY,38,20,1,3,7
Male,GHA,LIE,0,0,0,0,0
Male,GHA,LTU,0,0,0,0,0
Male,GHA,LUX,1,0,0,0,0
Male,GHA,MAC,35,20,6,24,3
Male,GHA,MKD,9,5,2,6,3
Male,GHA,MDG,18,9,0,1,341
Male,GHA,MWI,33,17,1,3,4
Male,GHA,MYS,2,1,0,2,2
Male,GHA,MDV,0,0,0,0,0
Male,GHA,MLI,1428,1088,748,8042,12738
Male,GHA,MLT,9,5,2,5,3
Male,GHA,MHL,0,0,0,0,0
Male,GHA,MTQ,0,0,0,0,1
Male,GHA,MRT,14644,7328,12,91,1
Male,GHA,MUS,20,10,0,2,371
Male,GHA,MYT,0,0,0,0,0
Male,GHA,MEX,0,0,0,0,1
Male,GHA,FSM,0,0,0,0,0
Male,GHA,MDA,2,0,0,0,0
Male,GHA,MCO,0,0,0,0,0
Male,GHA,MNG,0,0,0,0,0
Male,GHA,MNE,NA,NA,NA,NA,NA
Male,GHA,MSR,0,0,0,0,0
Male,GHA,MAR,829,431,32,64,7
Male,GHA,MOZ,179,93,7,14,0
Male,GHA,MMR,4,2,0,3,3
Male,GHA,NAM,0,0,0,0,0
Male,GHA,NRU,0,0,0,0,0
Male,GHA,NPL,52,30,9,36,0
Male,GHA,NLD,207,121,35,124,333
Male,GHA,ANT,0,0,0,0,1
Male,GHA,NCL,0,0,0,0,0
Male,GHA,NZL,0,0,0,0,5
Male,GHA,NIC,0,0,0,0,0
Male,GHA,NER,2972,2264,1556,11776,17470
Male,GHA,NGA,4744,3614,2484,20357,67907
Male,GHA,NIU,0,0,0,0,0
Male,GHA,NFK,0,0,0,0,0
Male,GHA,MNP,0,0,0,0,0
Male,GHA,NOR,5,3,0,3,4
Male,GHA,OMN,0,0,0,0,0
Male,GHA,PAK,86,50,15,60,43
Male,GHA,PLW,0,0,0,0,0
Male,GHA,PAN,0,0,0,0,0
Male,GHA,PNG,0,0,0,0,0
Male,GHA,PRY,0,0,0,0,2
Male,GHA,PER,0,0,0,0,2
Male,GHA,PHL,17,10,3,12,21
Male,GHA,POL,435,254,73,260,140
Male,GHA,PRT,102,60,17,61,78
Male,GHA,PRI,4,2,0,2,22
Male,GHA,QAT,0,0,0,0,0
Male,GHA,zzz,NA,NA,NA,NA,NA
Male,GHA,REU,9,5,0,0,0
Male,GHA,ROM,64,37,11,38,21
Male,GHA,RUS,36,21,6,22,12
Male,GHA,RWA,82,42,3,6,0
Male,GHA,SHN,3,1,0,0,0
Male,GHA,SPM,0,0,0,0,0
Male,GHA,WSM,0,0,0,0,0
Male,GHA,SMR,0,0,0,0,0
Male,GHA,STP,0,0,0,0,0
Male,GHA,SAU,12,7,2,8,22
Male,GHA,SEN,44,33,23,175,532
Male,GHA,SRB,NA,NA,NA,NA,NA
Male,GHA,SCG,48,28,8,29,15
Male,GHA,SYC,2,0,0,0,31
Male,GHA,SLE,9,7,5,37,611
Male,GHA,SGP,11,7,2,8,0
Male,GHA,SVK,34,20,6,20,11
Male,GHA,SVN,4,2,0,2,1
Male,GHA,SLB,0,0,0,0,0
Male,GHA,SOM,23,12,0,2,0
Male,GHA,ZAF,156,81,6,12,89
Male,GHA,ESP,135,79,23,81,104
Male,GHA,LKA,17,10,3,11,21
Male,GHA,KNA,0,0,0,0,0
Male,GHA,LCA,0,0,0,0,0
Male,GHA,VCT,0,0,0,0,0
Male,GHA,SDN,208,108,8,16,221
Male,GHA,SUR,0,0,0,0,0
Male,GHA,SWZ,0,0,0,0,0
Male,GHA,SWE,256,149,43,153,197
Male,GHA,CHE,116,68,20,69,246
Male,GHA,SYR,66,39,11,44,44
Male,GHA,TWN,16,9,3,11,1
Male,GHA,TJK,2,1,0,2,0
Male,GHA,TZA,23,12,0,2,4
Male,GHA,THA,13,8,2,9,1
Male,GHA,TLS,0,0,0,0,0
Male,GHA,TGO,20027,15257,10487,70137,96708
Male,GHA,TKL,0,0,0,0,0
Male,GHA,TON,0,0,0,0,0
Male,GHA,TTO,0,0,0,0,0
Male,GHA,TUN,2,1,0,0,3
Male,GHA,TUR,25,15,4,17,41
Male,GHA,TKM,2,1,0,2,0
Male,GHA,TCA,0,0,0,0,0
Male,GHA,TUV,0,0,0,0,0
Male,GHA,UGA,23,12,0,2,4
Male,GHA,UKR,21,12,3,12,7
Male,GHA,ARE,0,0,0,0,1
Male,GHA,GBR,5015,2929,843,2764,4284
Male,GHA,USA,111,65,19,58,428
Male,GHA,URY,0,0,0,0,1
Male,GHA,UZB,9,5,1,6,0
Male,GHA,VUT,0,0,0,0,0
Male,GHA,VEN,0,0,0,0,1
Male,GHA,VNM,56,32,9,38,4
Male,GHA,VIR,2328,1360,391,1207,97575
Male,GHA,VGB,0,0,0,0,0
Male,GHA,WLF,0,0,0,0,0
Male,GHA,PSE,0,0,0,0,0
Male,GHA,YEM,2,1,0,1,4
Male,GHA,ZMB,543,282,21,42,11
Male,GHA,ZWE,45,23,2,3,5
Male,HKG,AFG,137,11,2,36,40
Male,HKG,DZA,213,0,0,68,9
Male,HKG,AUS,7836,618,2074,1842,2774
Male,HKG,AUT,26,23,0,18,8
Male,HKG,AZE,1773,140,30,467,516
Male,HKG,BLR,149,132,2,102,48
Male,HKG,BLZ,0,0,0,0,0
Male,HKG,BEN,10,0,0,3,0
Male,HKG,ALB,9,8,0,6,3
Male,HKG,ASM,3,0,0,0,1
Male,HKG,AND,0,0,0,0,0
Male,HKG,AGO,29,0,0,9,1
Male,HKG,AIA,0,0,0,0,0
Male,HKG,ATG,0,0,0,0,0
Male,HKG,ARG,5,3,0,0,2
Male,HKG,ARM,1108,87,19,292,323
Male,HKG,ABW,0,0,0,0,0
Male,HKG,BHS,0,0,0,0,0
Male,HKG,BHR,4,0,0,0,1
Male,HKG,BGD,39,4,3063,11,45
Male,HKG,BRB,0,0,0,0,0
Male,HKG,BEL,18,16,0,12,6
Male,HKG,BMU,0,0,0,0,0
Male,HKG,BTN,16,1,0,4,5
Male,HKG,BOL,1,0,0,0,0
Male,HKG,BIH,29,26,0,20,9
Male,HKG,BWA,8,0,0,2,0
Male,HKG,BRA,26,14,0,0,9
Male,HKG,BRN,530,42,226,141,3
Male,HKG,BGR,24,21,0,16,8
Male,HKG,BFA,135,0,0,43,6
Male,HKG,BDI,26,0,0,8,1
Male,HKG,KHM,11,1,1821,3,13
Male,HKG,CMR,6,0,0,2,0
Male,HKG,CAN,2324,1249,954,295,778
Male,HKG,CPV,9,0,0,3,0
Male,HKG,CYM,0,0,0,0,0
Male,HKG,CAF,2,0,0,0,0
Male,HKG,TCD,7,0,0,2,0
Male,HKG,CHI,NA,NA,NA,NA,NA
Male,HKG,CHL,2,1,0,0,0
Male,HKG,CHN,1068506,1026994,992386,9196,807770
Male,HKG,COL,5,2,0,0,2
Male,HKG,COM,3,0,0,0,0
Male,HKG,COD,35,0,0,11,1
Male,HKG,COG,6,0,0,2,0
Male,HKG,COK,4,0,0,1,2
Male,HKG,CRI,0,0,0,0,0
Male,HKG,CIV,32,0,0,10,1
Male,HKG,HRV,11,10,0,7,4
Male,HKG,CUB,4,2,0,0,1
Male,HKG,CYP,9,8,0,6,3
Male,HKG,CZE,63,56,0,43,20
Male,HKG,DNK,26,23,0,18,14
Male,HKG,DJI,0,0,0,0,0
Male,HKG,DMA,0,0,0,0,0
Male,HKG,DOM,2,1,0,0,0
Male,HKG,ECU,1,0,0,0,0
Male,HKG,EGY,35,0,0,11,1
Male,HKG,SLV,2,1,0,0,0
Male,HKG,GNQ,2,0,0,0,0
Male,HKG,ERI,2,0,0,0,0
Male,HKG,EST,11,10,0,8,4
Male,HKG,ETH,12,0,0,4,0
Male,HKG,FRO,0,0,0,0,0
Male,HKG,FLK,0,0,0,0,0
Male,HKG,FJI,16,1,0,4,6
Male,HKG,FIN,22,19,0,15,7
Male,HKG,FRA,509,452,15,348,267
Male,HKG,GUF,0,0,0,0,0
Male,HKG,PYF,1,0,0,0,0
Male,HKG,GAB,2,0,0,0,0
Male,HKG,GMB,2,0,0,0,0
Male,HKG,GEO,1333,105,23,351,388
Male,HKG,DEU,619,551,17,424,325
Male,HKG,GHA,26,0,0,8,1
Male,HKG,GIB,0,0,0,0,0
Male,HKG,GRC,41,37,0,28,13
Male,HKG,GRL,0,0,0,0,0
Male,HKG,GRD,0,0,0,0,0
Male,HKG,GLP,0,0,0,0,0
Male,HKG,GUM,8,0,0,2,3
Male,HKG,GTM,1,0,0,0,0
Male,HKG,GIN,30,0,0,10,1
Male,HKG,GNB,2,0,0,0,0
Male,HKG,GUY,0,0,0,0,0
Male,HKG,HTI,1,0,0,0,0
Male,HKG,HND,0,0,0,0,0
Male,HKG,HKG,0,0,0,0,0
Male,HKG,HUN,29,26,0,20,9
Male,HKG,ISL,1,0,0,0,0
Male,HKG,IND,13465,1060,866,3831,42
Male,HKG,IDN,99,10,9339,28,113
Male,HKG,IRN,720,57,12,190,210
Male,HKG,IRQ,384,30,7,101,112
Male,HKG,IRL,60,53,0,41,19
Male,HKG,IMY,NA,NA,NA,NA,NA
Male,HKG,ISR,0,0,0,0,0
Male,HKG,ITA,42,38,1,29,22
Male,HKG,JAM,3,1,0,0,0
Male,HKG,JPN,121,11,6259,33,139
Male,HKG,JOR,161,13,3,42,47
Male,HKG,KAZ,5243,413,90,1382,1526
Male,HKG,KEN,44,0,0,14,2
Male,HKG,KIR,0,0,0,0,0
Male,HKG,PRK,6829,541,4383,1802,7809
Male,HKG,KOR,1074,85,8,283,313
Male,HKG,KSV,NA,NA,NA,NA,NA
Male,HKG,KWT,75,6,1,20,22
Male,HKG,KGZ,648,51,11,171,189
Male,HKG,LAO,14,2,2272,4,16
Male,HKG,LVA,20,18,0,14,7
Male,HKG,LBN,506,40,9,133,147
Male,HKG,LSO,27,0,0,9,1
Male,HKG,LBR,9,0,0,3,0
Male,HKG,LBY,7,0,0,2,0
Male,HKG,LIE,0,0,0,0,0
Male,HKG,LTU,32,28,0,22,10
Male,HKG,LUX,0,0,0,0,0
Male,HKG,MAC,33510,58721,5677,821052,7973
Male,HKG,MKD,7,6,0,5,2
Male,HKG,MDG,8,0,0,3,0
Male,HKG,MWI,20,0,0,6,0
Male,HKG,MYS,16217,1279,7918,4310,90
Male,HKG,MDV,1,0,0,0,0
Male,HKG,MLI,58,0,0,19,2
Male,HKG,MLT,7,6,0,5,2
Male,HKG,MHL,0,0,0,0,0
Male,HKG,MTQ,0,0,0,0,0
Male,HKG,MRT,5,0,0,1,0
Male,HKG,MUS,9,0,0,3,0
Male,HKG,MYT,0,0,0,0,0
Male,HKG,MEX,32,17,0,0,11
Male,HKG,FSM,1,0,0,0,0
Male,HKG,MDA,32,28,0,22,10
Male,HKG,MCO,0,0,0,0,0
Male,HKG,MNG,1,0,0,0,0
Male,HKG,MNE,NA,NA,NA,NA,NA
Male,HKG,MSR,0,0,0,0,0
Male,HKG,MAR,135,0,0,43,6
Male,HKG,MOZ,71,0,0,23,3
Male,HKG,MMR,16,2,2559,5,18
Male,HKG,NAM,8,0,0,2,0
Male,HKG,NRU,0,0,0,0,0
Male,HKG,NPL,6,0,5,2,7
Male,HKG,NLD,34,31,0,24,11
Male,HKG,ANT,0,0,0,0,0
Male,HKG,NCL,1,0,0,0,0
Male,HKG,NZL,630,50,158,148,223
Male,HKG,NIC,1,0,0,0,0
Male,HKG,NER,11,0,0,3,0
Male,HKG,NGA,46,0,0,15,2
Male,HKG,NIU,1,0,0,0,0
Male,HKG,NFK,0,0,0,0,0
Male,HKG,MNP,1,0,0,0,0
Male,HKG,NOR,12,11,0,9,4
Male,HKG,OMN,22,2,0,6,6
Male,HKG,PAK,4648,367,3270,1759,48
Male,HKG,PLW,2,0,0,0,0
Male,HKG,PAN,0,0,0,0,0
Male,HKG,PNG,6,0,0,1,2
Male,HKG,PRY,1,0,0,0,0
Male,HKG,PER,1,0,0,0,0
Male,HKG,PHL,185,19,19576,52,212
Male,HKG,POL,322,286,5,220,103
Male,HKG,PRT,1607,1429,43,1101,925
Male,HKG,PRI,7,4,0,0,2
Male,HKG,QAT,2,0,0,0,0
Male,HKG,zzz,NA,NA,NA,NA,NA
Male,HKG,REU,8,0,0,3,0
Male,HKG,ROM,47,42,0,32,15
Male,HKG,RUS,743,661,11,509,238
